-12.0714422	-10.2993115	-10.8766752	-8.53522165	-11.1066195	-12.2589685	-9.44876902	-10.9950253	-11.1198037	-12.6107065	-11.1770464	-10.6560776	-11.9155379
24.9962181	22.0630618	17.0961585	17.9690166	23.1346243	18.5845412	19.0676466	15.7132331	8.40277384	1.22200755	15.9189481	8.75246222	1.49614938
-0.338875592	-3.92927158	-4.35384166	-1.92193177	3.8359849	4.10848046	2.08038809	-1.55017398	-1.51858054	-1.51868256	1.37599194	1.48546118	1.59881789
-12.0833779	-10.3064317	-10.8613952	-8.42987676	-11.1061114	-12.2521496	-9.43977496	-10.9737286	-11.1067008	-12.6053419	-11.1617661	-10.6593831	-11.911445
24.9671414	21.7258687	16.7609107	17.5874409	23.4006712	18.8452639	19.318595	15.7104483	8.40009638	1.22095948	15.9213718	8.75341528	1.49558254
-0.146444645	-3.73184888	-4.20613155	-1.84752232	3.92679002	4.12748667	2.10010484	-1.52092845	-1.49961257	-1.51586483	1.40448614	1.50409845	1.60090316
-12.0942294	-10.3013783	-10.8354118	-8.36884683	-11.1327413	-12.2837306	-9.46824645	-10.9546807	-11.0912376	-12.6044807	-11.1451264	-10.6639356	-11.9118967
25.0200577	22.4439964	17.4648658	18.2555309	22.7622471	18.2145348	18.7005096	15.7072349	8.39692952	1.22090646	15.9232759	8.75366638	1.49493421
-0.41004528	-4.03752727	-4.36433557	-2.02994542	3.7923356	4.10690584	2.08684439	-1.4938097	-1.4807897	-1.51216256	1.43107561	1.51513618	1.59616873
-12.0913219	-10.2864014	-10.8233687	-8.38276904	-11.1211514	-12.2705069	-9.45059773	-10.9356942	-11.0752951	-12.6045621	-11.1290339	-10.6654986	-11.9131947
25.018931	22.448007	17.4704163	18.269282	22.7601563	18.2106918	18.6975093	15.7042761	8.39401678	1.2214754	15.92619	8.75525316	1.49631141
-0.359999149	-4.01180167	-4.3567559	-1.9979938	3.81794646	4.1125203	2.09884406	-1.46836916	-1.46692533	-1.51370762	1.45588653	1.52452139	1.58921245
-12.0879159	-10.3019255	-10.8346314	-8.43407038	-11.0897112	-12.230257	-9.40647795	-10.9103951	-11.0601193	-12.5982508	-11.1097331	-10.660677	-11.9121693
25.0195058	22.4461109	17.4697914	18.2826833	22.7627996	18.2093276	18.699656	15.7011476	8.3911022	1.2205903	15.9301737	8.75818107	1.49975419
-0.305943775	-3.99860587	-4.36766681	-1.97288387	3.83582471	4.1012808	2.09388921	-1.44062307	-1.45478918	-1.51886847	1.48268135	1.53541973	1.58202607
